"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=cetacea"
"Access Time","Fri 2017-02-03 02:22:27 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","cetacea"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.195"
"Records Found","4217"
"Records Returned","4217"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"785974","occ","","","58456","n. gen. Protocetus n. sp. atavus","species","62989","","Protocetus atavus","species","62989","Lutetian","","47.8","41.3","11953"
"786073","occ","","","84788","Cetacea indet.","order","36652","","Cetacea","order","36652","Hemingfordian","","20.43","15.97","28442"
"786227","occ","","","54075","n. gen. Albertocetus n. sp. meffordorum","species","135854","","Albertocetus meffordorum","species","135854","Chattian","","28.1","23.03","28465"
"786229","occ","","","57734","Delphinus n. sp. bessarabicus","species","105169","nomen dubium","Odontoceti","suborder","42937","Sarmatian","","12.7","11.608","24969"
"786230","occ","","","57734","Cetotherium n. sp. pusillum","species","105170","invalid subgroup of","Chaeomysticeti","infraorder","53254","Sarmatian","","12.7","11.608","24969"
"786779","occ","","","20585","Cetacea indet.","order","36652","","Cetacea","order","36652","Late Pleistocene","","0.126","0.0117","2018"
"786782","occ","","","84882","Cetacea indet.","order","36652","","Cetacea","order","36652","Rancholabrean","","0.3","0.012","2018"
"786783","occ","","","84883","Cetacea indet.","order","36652","","Cetacea","order","36652","Rancholabrean","","0.3","0.012","2018"
"786784","occ","","","71072","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Langhian","Serravallian","15.97","11.62","2018"
"786785","occ","","","84884","Cetacea indet.","order","36652","","Cetacea","order","36652","Rancholabrean","","0.3","0.012","2018"
"786786","occ","","","84885","Cetacea indet.","order","36652","","Cetacea","order","36652","Rancholabrean","","0.3","0.012","2018"
"786787","occ","","","84886","Cetacea indet.","order","36652","","Cetacea","order","36652","Rancholabrean","","0.3","0.012","2018"
"786788","occ","","","84887","Cetacea indet.","order","36652","","Cetacea","order","36652","Rancholabrean","","0.3","0.012","2018"
"786789","occ","","","84888","Cetacea indet.","order","36652","","Cetacea","order","36652","Late Pleistocene","","0.126","0.0117","2018"
"786791","occ","","","84890","Cetacea indet.","order","36652","","Cetacea","order","36652","Holocene","","0.0117","0","2018"
"786792","occ","","","84891","cf. Lissodelphis sp.","genus","63570","","Lissodelphis","genus","63570","Rancholabrean","","0.3","0.012","2018"
"786795","occ","","","20639","Delphinidae indet.","family","42953","","Delphinidae","family","42953","Late Pleistocene","","0.126","0.0117","2018"
"786796","occ","","","20639","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Late Pleistocene","","0.126","0.0117","2018"
"786797","occ","","","84892","Cetacea indet.","order","36652","","Cetacea","order","36652","Rancholabrean","","0.3","0.012","2018"
"786806","occ","","","84895","Delphinidae indet.","family","42953","","Delphinidae","family","42953","Rancholabrean","","0.3","0.012","2018"
"786810","occ","","","20624","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Rancholabrean","","0.3","0.012","2018"
"786811","occ","","","84896","cf. Tursiops sp.","genus","36865","","Tursiops","genus","36865","Rancholabrean","","0.3","0.012","2018"
"786812","occ","","","84897","Cetacea indet.","order","36652","","Cetacea","order","36652","Rancholabrean","","0.3","0.012","2018"
"786815","occ","","","84899","Cetacea indet.","order","36652","","Cetacea","order","36652","Rancholabrean","","0.3","0.012","2018"
"786817","occ","","","20630","Delphinidae indet.","family","42953","","Delphinidae","family","42953","Rancholabrean","","0.3","0.012","2018"
"786819","occ","","","84902","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Rancholabrean","","0.3","0.012","2018"
"786934","occ","","","84942","Lissodelphis n. sp. peronii","species","82071","","Lissodelphis peronii","species","82070","Holocene","","0.0117","0","12161"
"786935","occ","","","84943","Lissodelphis n. sp. borealis","species","63572","","Lissodelphis borealis","species","63571","Holocene","","0.0117","0","12161"
"786937","occ","","","67108","Delphinus n. sp. cortesii","species","64535","recombined as","Hemisyntrachelus cortesii","species","64535","Zanclean","","5.333","3.6","18166"
"786938","occ","","","84944","Delphinus n. sp. brocchii","species","70676","obsolete variant of","Tursiops brocchii","species","87357","Piacenzian","","3.6","2.588","24153"
"786940","occ","","","84944","Balaena n. sp. cortesii","species","68446","invalid subgroup of","Mysticeti","suborder","42971","Piacenzian","","3.6","2.588","18166"
"786941","occ","","","84945","Delphinus n. sp. acutidens","species","63972","subjective synonym of","Physeterula dubusi","species","64464","Miocene","","23.03","5.333","23603"
"786942","occ","","","84946","Beluga fockii","species","136361","nomen dubium","Cetacea","order","36652","Neogene","","23.03","2.588","28509"
"786943","occ","","","84947","Champsodelphis n. sp. carniolicus","species","68809","recombined as","Delphinodon carniolicus","species","68809","Langhian","","15.97","13.82","15273"
"786944","occ","23829","","84948","Tretosphys sp. ?","genus","42958","misspelling of, nomen dubium","Odontoceti","suborder","42937","Neogene","","23.03","2.588","34876"
"786945","occ","","","84949","Champsodelphis sp.","genus","36693","nomen dubium","Odontoceti","suborder","42937","Sarmatian","","12.7","11.608","15273"
"786946","occ","","","84949","Platanista n. sp. croatica","species","68810","recombined as","Heterodelphis croatica","species","68810","Sarmatian","","12.7","11.608","15273"
"786947","occ","","","84949","Mesocetus n. sp. agrami","species","69125","","Mesocetus agrami","species","69125","Sarmatian","","12.7","11.608","15446"
"787142","occ","","","18506","Phoca n. sp. debilis","species","68316","nomen dubium","Odontoceti","suborder","42937","Miocene","","23.03","5.333","15080"
"787146","occ","","","55396","Squalodon n. sp. wymanii","species","67813","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12189"
"787179","occ","","","49982","Delphinapterus n. sp. orcinus","species","112864","nomen dubium","Odontoceti","suborder","42937","Zanclean","","5.333","3.6","13421"
"787227","occ","","","45485","n. gen. Piscorhynchus n. sp. aenigmaticus","species","63943","recombined as","Piscolithax aenigmaticus","species","63943","Tortonian","","11.62","7.246","12843"
"787228","occ","","","47080","Pachyacanthus n. sp. letochae","species","94696","subjective synonym of","Pachyacanthus suessii","species","64470","Sarmatian","","12.7","11.608","11981"
"787237","occ","","","38499","Stenella sp.","genus","102903","","Stenella","genus","36854","Early Pleistocene","","2.588","0.781","28532"
"787245","occ","","","79697","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Early Pleistocene","","2.588","0.781","28532"
"787288","occ","","","58148","Acrodelphis n. sp. bakersfieldensis","species","64562","recombined as","Argyrocetus bakersfieldensis","species","64562","Chattian","","28.1","23.03","12749"
"787290","occ","","","45886","n. gen. Prosqualodon n. sp. australis","species","58388","","Prosqualodon australis","species","58388","Burdigalian","","20.44","15.97","12338"
"787291","occ","","","45886","n. gen. Argyrocetus n. sp. patagonicus","species","63997","","Argyrocetus patagonicus","species","63997","Burdigalian","","20.44","15.97","12338"
"787332","occ","","","57731","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Zanclean","Piacenzian","5.333","2.588","19618"
"787340","occ","21120","","48652","Delphinidae indet.","family","42953","","Delphinidae","family","42953","Piacenzian","","3.6","2.588","28550"
"787341","occ","21140","","48652","Delphinidae indet.","family","42953","","Delphinidae","family","42953","Piacenzian","","3.6","2.588","28550"
"787342","occ","","","85022","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Zanclean","","5.333","3.6","15407"
"787343","occ","","","76977","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Pliocene","","5.333","2.588","15407"
"787344","occ","","","71101","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Piacenzian","","3.6","2.588","15407"
"787347","occ","","","85023","Schizodelphis n. sp. compressus","species","69735","","Schizodelphis compressus","species","69735","Late Miocene","","11.608","5.333","13952"
"787555","occ","","","57780","Delphinus n. sp. planus","species","72079","recombined as","Schizodelphis planus","species","72079","Burdigalian","","20.44","15.97","12784"
"787578","occ","","","57785","Eurhinodelphis n. sp. morrisi","species","69884","subjective synonym of","Xiphiacetus bossi","species","66353","Langhian","","15.97","13.82","15550"
"787579","occ","","","45506","Eurhinodelphis n. sp. vaughni","species","69881","subjective synonym of","Xiphiacetus bossi","species","66353","Langhian","","15.97","13.82","15550"
"787584","occ","","","47465","Priscodelphinus n. sp. cristatus","species","64644","recombined as","Xiphiacetus cristatus","species","64644","Late Miocene","Late Pliocene","11.608","2.588","12768"
"787585","occ","","","45508","Eurhinodelphis n. sp. ashbyi","species","69882","subjective synonym of","Xiphiacetus cristatus","species","64644","Langhian","","15.97","13.82","15550"
"787586","occ","","","45506","Eurhinodelphis n. sp. whitmorei","species","69883","subjective synonym of","Xiphiacetus cristatus","species","64644","Langhian","","15.97","13.82","15550"
"787587","occ","","","57780","Hoplocetus n. sp. crassidens","species","64696","","Hoplocetus crassidens","species","64696","Burdigalian","","20.44","15.97","24709"
"787588","occ","","","81668","Hoplocetus crassidens","species","64696","","Hoplocetus crassidens","species","64696","Langhian","","15.97","13.82","24709"
"787593","occ","","","56693","Hoplocetus n. sp. curvidens","species","69223","","Hoplocetus curvidens","species","69223","Pliocene","","5.333","2.588","28567"
"787594","occ","","","79950","Hoplocetus n. sp. obesus","species","69138","nomen dubium","Hoplocetus","genus","36728","Pleistocene","","2.588","0.0117","11886"
"787639","occ","","","85069","Physodon n. sp. lorteti","species","69792","subjective synonym of","Scaldicetus grandis","species","64626","Miocene","","23.03","5.333","18970"
"787640","occ","","","85022","Hoplocetus n. sp. minor","species","69616","recombined as","Scaldicetus minor","species","69616","Zanclean","","5.333","3.6","13952"
"787651","occ","","","47425","Delphinus n. sp. baltringii","species","71779","nomen dubium","Odontoceti","suborder","42937","Burdigalian","","20.44","15.97","12324"
"787652","occ","","","75264","Delphinus n. sp. delannoy","species","100473","nomen dubium","Odontoceti","suborder","42937","Serravallian","","13.82","11.62","24302"
"787653","occ","","","56686","Delphinus n. sp. domeykoi","species","70701","","Delphinus domeykoi","species","70701","Zanclean","","5.333","3.6","16568"
"787658","occ","","","77581","Orycterocetus quadratidens","species","63668","","Orycterocetus quadratidens","species","63668","Zanclean","","5.333","3.6","13727"
"787659","occ","","","77581","Orycterocetus n. sp. cornutidens","species","69120","","Orycterocetus cornutidens","species","69120","Zanclean","","5.333","3.6","15586"
"788174","occ","23572","","80365","Brachydelphis sp.","genus","36685","","Brachydelphis","genus","36685","Late Miocene","","11.608","5.333","34357"
"788188","occ","","","56693","Physeter n. sp. antiquus","species","136970","","Physeter antiquus","species","136970","Pliocene","","5.333","2.588","13983"
"788228","occ","","","77750","Balaena biscayensis","species","80715","subjective synonym of","Eubalaena glacialis","species","81899","Early Pleistocene","","2.588","0.781","28641"
"788231","occ","","","58421","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Middle Pleistocene","","0.781","0.126","28641"
"788235","occ","21139","","77753","Physeterula dubusii ?","species","64464","corrected to","Physeterula dubusi","species","64464","Late Pliocene","","3.6","2.588","28641"
"788241","occ","","","58420","Orca gladiator","species","69787","subjective synonym of","Orcinus orca","species","64540","Early Pleistocene","","2.588","0.781","28641"
"788242","occ","","","77754","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Middle Pleistocene","","0.781","0.126","28641"
"788243","occ","","","48093","Monodon monoceros","species","64546","","Monodon monoceros","species","64546","Gelasian","","2.588","1.806","28641"
"788244","occ","","","85135","Monodon monoceros","species","64546","","Monodon monoceros","species","64546","Pleistocene","","2.588","0.0117","28641"
"788245","occ","","","58419","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Middle Pleistocene","","0.781","0.126","28641"
"788246","occ","","","77750","Tursiops tursio","species","69756","subjective synonym of","Tursiops truncatus","species","102834","Early Pleistocene","","2.588","0.781","28641"
"788247","occ","","","47425","Delphinus acutidens","species","63972","subjective synonym of","Physeterula dubusi","species","64464","Burdigalian","","20.44","15.97","23603"
"788248","occ","","","76978","n. gen. Physotherium n. sp. sotterii","species","63948","","Physotherium sotterii","species","63948","Pliocene","","5.333","2.588","13952"
"788249","occ","","","76978","n. gen. Priscophyseter n. sp. typus","species","63952","nomen dubium","Odontoceti","suborder","42937","Pliocene","","5.333","2.588","13952"
"788250","occ","","","48070","Ziphius n. sp. blasii","species","69832","nomen dubium","Cetacea","order","36652","Serravallian","","13.82","11.62","11981"
"788251","occ","","","48093","Ziphius n. sp. medilineatus","species","64851","nomen dubium","Mesoplodon","genus","36763","Gelasian","","2.588","1.806","14624"
"788252","occ","","","48093","Ziphius n. sp. gibbus","species","67995","nomen dubium","Mesoplodon","genus","36763","Gelasian","","2.588","1.806","14624"
"788253","occ","","","48093","Ziphius n. sp. tenuirostris","species","67997","nomen dubium","Mesoplodon","genus","36763","Gelasian","","2.588","1.806","14624"
"788348","occ","","","85152","Mesoplodon (Cetorhynchus) n. sp. christolii","species","64478","recombined as","Cetorhynchus christoli","species","64478","Miocene","","23.03","5.333","12653"
"788349","occ","","","47465","Ziphius n. sp. planirostris","species","67993","recombined as","Choneziphius planirostris","species","67993","Late Miocene","Late Pliocene","11.608","2.588","14621"
"788350","occ","","","47465","Ziphius n. sp. cuvieri","species","89024","subjective synonym of","Choneziphius planirostris","species","67993","Late Miocene","Late Pliocene","11.608","2.588","14624"
"788351","occ","","","85153","Ziphius n. sp. planus","species","64849","subjective synonym of","Choneziphius planirostris","species","67993","Piacenzian","","3.6","2.588","14624"
"788375","occ","","","48093","Ziphius n. sp. compressus","species","70381","","Ziphius compressus","species","70381","Gelasian","","2.588","1.806","14624"
"788376","occ","","","85154","n. gen. Belemnoziphius n. sp. compressus","species","64702","","Belemnoziphius compressus","species","64702","Piacenzian","","3.6","2.588","12787"
"788381","occ","","","85155","Delphinus n. sp. renovi","species","96909","subjective synonym of","Pomatodelphis stenorhynchus","species","69729","Middle Miocene","","15.97","11.608","15278"
"788391","occ","","","85158","Cetotherium n. sp. crassangulum","species","64010","","Cetotherium crassangulum","species","64010","Pliocene","","5.333","2.588","12331"
"788501","occ","","","55396","n. gen. Zarhachis n. sp. flagellator","species","63658","","Zarhachis flagellator","species","63658","Langhian","","15.97","13.82","12174"
"788502","occ","","","55396","Priscodelphinus n. sp. acutidens","species","69136","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12189"
"788503","occ","","","18587","n. gen. Macrophoca n. sp. atlantica","species","68297","recombined as","Squalodon atlanticus","species","68297","Langhian","","15.97","13.82","14981"
"788504","occ","","","55396","Priscodelphinus n. sp. atropius","species","63654","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174"
"788505","occ","","","55396","n. gen. Ixacanthus n. sp. coelospondylus","species","63651","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174"
"788506","occ","","","85169","Eschrichtius n. sp. davidsonii","species","68434","recombined as","Balaenoptera davidsonii","species","68434","Piacenzian","","3.6","2.588","15081"
"788512","occ","","","55396","Megaptera n. sp. expansa","species","63671","nomen dubium","Mysticeti","suborder","42971","Langhian","","15.97","13.82","12174"
"788513","occ","","","71798","Megaptera expansa","species","63671","nomen dubium","Mysticeti","suborder","42971","Langhian","","15.97","13.82","12174"
"788514","occ","","","55396","Delphinapterus n. sp. gabbii","species","63663","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174"
"788515","occ","","","55396","Delphinapterus n. sp. hawkinsii","species","63662","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174"
"788520","occ","","","55396","n. gen. Cetophis n. sp. heteroclitus","species","63615","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174"
"788522","occ","","","55396","Delphinapterus n. sp. lacertosus","species","63660","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174"
"788523","occ","","","55396","n. gen. Rhabdosteus n. sp. latiradix","species","64439","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","14163"
"788524","occ","","","71798","Eschrichtius n. sp. leptocentrus","species","68470","nomen dubium","Mysticeti","suborder","42971","Langhian","","15.97","13.82","14163"
"788526","occ","","","85158","Balaena n. sp. palaeatlantica","species","63980","nomen dubium","Mysticeti","suborder","42971","Pliocene","","5.333","2.588","12329"
"788564","occ","","","85158","Balaena n. sp. prisca","species","63981","nomen dubium","Mysticeti","suborder","42971","Pliocene","","5.333","2.588","12329"
"788565","occ","","","55396","Balaenoptera n. sp. pusilla","species","65767","nomen vanum","Mysticeti","suborder","42971","Langhian","","15.97","13.82","12195"
"788566","occ","","","55396","Delphinapterus n. sp. ruschenbergeri","species","63659","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174"
"788567","occ","","","55396","Priscodelphinus n. sp. spinosus","species","63653","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174"
"788568","occ","","","55396","Priscodelphinus n. sp. stenus","species","63657","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12174"
"788569","occ","","","55396","Delphinapterus n. sp. tyrannus","species","63661","subjective synonym of","Cetotherium parvum","species","65769","Langhian","","15.97","13.82","12174"
"788582","occ","21428","","45654","Squalodon andrewi","species","63220","invalid subgroup of","Squalodontidae","family","42939","Chattian","","28.1","23.03","16695"
"788809","occ","","","77753","Mesoplodon n. sp. scaphoides","species","69829","subjective synonym of","Mesoplodon longirostris","species","64852","Late Pliocene","","3.6","2.588","28696"
"788825","occ","","","48660","Squalodon n. sp. bordae","species","68306","","Squalodon bordae","species","68305","Burdigalian","","20.44","15.97","6031"
"788830","occ","","","52083","Squalodon n. sp. linzianus","species","90637","","Squalodon linzianus","species","90637","Chattian","","28.1","23.03","12127"
"788832","occ","","","85259","cf. Orycterocetus sp.","genus","36788","","Orycterocetus","genus","36788","Burdigalian","Langhian","20.44","13.82","38808"
"788834","occ","","","47425","Squalodon n. sp. meyeri","species","68338","","Squalodon meyeri","species","68338","Burdigalian","","20.44","15.97","11981"
"788835","occ","","","85260","Squalodon n. sp. vocontiorum","species","69711","","Squalodon vocontiorum","species","69711","Burdigalian","","20.44","15.97","33877"
"788889","occ","","","52083","Patriocetus n. sp. denggi","species","63425","","Patriocetus denggi","species","63425","Chattian","","28.1","23.03","11972"
"788949","occ","","","52083","Squalodon n. sp. ehrlichi","species","100512","misspelling of, recombined as","Patriocetus ehrlichii","species","68320","Chattian","","28.1","23.03","12816"
"788951","occ","","","47623","Squalodon n. sp. peregrinus","species","137368","","Squalodon peregrinus","species","137368","Aquitanian","","23.03","20.44","29034"
"788955","occ","","","47623","n. gen. Zignodelphis n. sp. miocaenus","species","66032","","Zignodelphis miocaenus","species","66032","Aquitanian","","23.03","20.44","13606"
"788956","occ","","","70835","n. gen. Pelodelphis n. sp. gracilis","species","62954","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","11925"
"788959","occ","","","49402","Delphinus n. sp. taramelli","species","96772","nomen dubium","Odontoceti","suborder","42937","Middle Miocene","","15.97","11.608","23631"
"788961","occ","","","18506","Squalodon n. sp. pelagius","species","68355","nomen dubium","Odontoceti","suborder","42937","Miocene","","23.03","5.333","12636"
"788962","occ","29566","","59273","Cetotherium capellinii","species","68443","","Cetotherium capellinii","species","68443","Zanclean","Piacenzian","5.333","2.588","49778"
"788963","occ","","","76978","Balaenoptera cortesii","species","68442","invalid subgroup of","Mysticeti","suborder","42971","Pliocene","","5.333","2.588","15272"
"788964","occ","","","56692","Balaenoptera (Plesiocetus) n. sp. cortesii","species","83540","","Balaenoptera (Plesiocetus) cortesii","species","83540","Zanclean","Piacenzian","5.333","2.588","13952"
"788981","occ","","","85152","Plesiocetus n. sp. gervaisii","species","69852","","Plesiocetus gervaisii","species","69852","Miocene","","23.03","5.333","12326"
"788982","occ","","","57733","Plesiocetus n. sp. giganteus","species","124841","nomen dubium","Plesiocetus","genus","36817","Tortonian","","11.62","7.246","19302"
"788983","occ","","","57733","Plesiocetus n. sp. intermedius","species","124842","nomen dubium","Plesiocetus","genus","36817","Tortonian","","11.62","7.246","19302"
"788984","occ","","","57733","Plesiocetus n. sp. tertius","species","124843","nomen dubium","Plesiocetus","genus","36817","Tortonian","","11.62","7.246","19302"
"788985","occ","","","57733","Plesiocetus n. sp. rostratus","species","124844","nomen dubium","Plesiocetus","genus","36817","Tortonian","","11.62","7.246","19302"
"788986","occ","","","57733","Plesiocetus n. sp. minor","species","137422","","Plesiocetus minor","species","137422","Tortonian","","11.62","7.246","19302"
"788987","occ","","","57733","Heterocetus n. sp. scriptus","species","124846","nomen dubium","Heterocetus","genus","36726","Tortonian","","11.62","7.246","19302"
"789014","occ","","","47080","Cetotherium n. sp. ambiguum","species","69838","subjective synonym of","Pachyacanthus suessii","species","64470","Sarmatian","","12.7","11.608","11981"
"789019","occ","","","85297","Cetotherium n. sp. helmersenii","species","69836","recombined as","Eucetotherium helmersenii","species","69836","Sarmatian","","12.7","11.608","12127"
"789100","occ","","","85312","Cetotherium mayeri","species","70380","invalid subgroup of","Mithridatocetus","genus","347264","Sarmatian","","12.7","11.608","28770"
"789111","occ","","","85313","Cetacea indet.","order","36652","","Cetacea","order","36652","Barstovian","","15.97","13.6","28773"
"789127","occ","","","84331","Physeteridae indet.","family","42967","","Physeteridae","family","42967","Clarendonian","","13.6","10.3","28773"
"789128","occ","","","84331","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Clarendonian","","13.6","10.3","28773"
"789150","occ","","","85314","Cetacea indet.","order","36652","","Cetacea","order","36652","Rancholabrean","","0.3","0.012","28773"
"789235","occ","","","20646","Cetacea indet.","order","147596","","Cetacea","order","36652","Late Pleistocene","","0.126","0.0117","28773"
"789378","occ","","","52083","Balaenodon n. sp. lintianus","species","63466","recombined as","Cetotheriopsis lintianus","species","63466","Chattian","","28.1","23.03","16562"
"789380","occ","","","84944","Balaena n. sp. balsami","species","68974","nomen nudum","Balaena","genus","36676","Piacenzian","","3.6","2.588","12817"
"789381","occ","","","47465","Probalaena n. sp. dubusii","species","100527","recombined as","Balaena dubusi","species","100527","Late Miocene","Late Pliocene","11.608","2.588","12326"
"789384","occ","","","85338","Balaena n. sp. lartetii","species","137570","corrected to","Balaena larteti","species","137570","Neogene","","23.03","2.588","12881"
"789395","occ","","","45497","Balaenotus lawleyi","species","140404","nomen nudum","Balaenidae","family","42978","Zanclean","","5.333","3.6","13332"
"789456","occ","","","67029","Balaena primigenius","species","64446","nomen nudum","Balaenidae","family","42978","Pliocene","","5.333","2.588","12326"
"789457","occ","","","49404","Balaenotus insignis","species","64447","","Balaenotus insignis","species","64447","Pliocene","","5.333","2.588","12326"
"789458","occ","","","49404","Megapteropsis n. sp. robusta","species","63976","nomen dubium","Balaenopteridae","family","42977","Pliocene","","5.333","2.588","12326"
"789459","occ","","","67028","Megapteropsis robusta","species","63976","nomen dubium","Balaenopteridae","family","42977","Pliocene","","5.333","2.588","12326"
"789460","occ","","","49404","Plesiocetus garopii","species","64448","nomen dubium","Balaenopteridae","family","42977","Pliocene","","5.333","2.588","12326"
"789461","occ","","","49404","Cetotherium brevifrons","species","70452","recombined as","Heterocetus brevifrons","species","70452","Pliocene","","5.333","2.588","12326"
"789462","occ","","","65176","Cetotherium burtinii","species","83538","recombined as","Aglaocetus burtinii","species","69124","Pliocene","","5.333","2.588","12326"
"789463","occ","","","49404","Burtinopsis similis","species","64449","nomen dubium","Mysticeti","suborder","42971","Pliocene","","5.333","2.588","12326"
"789464","occ","","","77492","Herpetocetus scaldiensis","species","64450","","Herpetocetus scaldiensis","species","64450","Zanclean","","5.333","3.6","12326"
"789465","occ","","","49404","Herpetocetus scaldiensis","species","64450","","Herpetocetus scaldiensis","species","64450","Pliocene","","5.333","2.588","12326"
"789466","occ","","","57138","Herpetocetus scaldiensis","species","64450","","Herpetocetus scaldiensis","species","64450","Pliocene","","5.333","2.588","12326"
"789467","occ","","","76976","Balaenula n. sp. praediolensis","species","68459","invalid subgroup of","Balaenula","genus","36680","Pliocene","","5.333","2.588","29298"
"789469","occ","","","85360","Mesocetus n. sp. siphunculus","species","64012","","Mesocetus siphunculus","species","64012","Burdigalian","","20.44","15.97","12331"
"789471","occ","","","85360","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Burdigalian","","20.44","15.97","12331"
"789472","occ","","","85360","Cetotheriidae indet.","family","42973","","Cetotheriidae","family","66751","Burdigalian","","20.44","15.97","12331"
"789476","occ","","","48660","Delphinoides n. sp. gratelupi","species","68330","objective synonym of","Squalodon grateloupii","species","63728","Burdigalian","","20.44","15.97","28798"
"789477","occ","","","48654","Balaena n. sp. paronai","species","68457","nomen nudum","Balaenidae","family","42978","Pliocene","","5.333","2.588","28799"
"789666","occ","","","47465","Balaena n. sp. arcuata","species","69872","","Balaena arcuata","species","69872","Late Miocene","Late Pliocene","11.608","2.588","24644"
"789823","occ","","","57732","Balaenula balaenopsis","species","64444","","Balaenula balaenopsis","species","68973","Burdigalian","","20.44","15.97","28853"
"789824","occ","","","57732","Squalodon grateloupi","species","64511","misspelling of, obsolete variant of","Squalodon grateloupii","species","63728","Burdigalian","","20.44","15.97","28853"
"789825","occ","","","57732","Plesiocetus dubius","species","69857","nomen dubium","Plesiocetus","genus","36817","Burdigalian","","20.44","15.97","28853"
"789826","occ","21204","","57732","Cetacea indet.","order","147596","","Cetacea","order","36652","Burdigalian","","20.44","15.97","12845"
"789828","occ","","","84893","Squalodelphinidae ? indet.","family","53261","","Squalodelphinidae","family","63677","Early Miocene","","23.03","15.97","28854"
"789829","occ","","","85460","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Zanclean","","5.333","3.6","28854"
"789830","occ","","","85461","Squalodelphinidae ? indet.","family","53261","","Squalodelphinidae","family","63677","Early Miocene","","23.03","15.97","28854"
"789831","occ","","","85462","Mesocetus n. sp. aquitanicus","species","69863","","Mesocetus aquitanicus","species","69863","Neogene","","23.03","2.588","28855"
"789832","occ","","","57732","Mesocetus aquitanicus","species","69863","","Mesocetus aquitanicus","species","69863","Burdigalian","","20.44","15.97","28855"
"789833","occ","","","85338","Champsodelphis macrogenius","species","63697","nomen dubium","Odontoceti","suborder","42937","Neogene","","23.03","2.588","28855"
"789834","occ","21205","","85338","Cetacea indet.","order","147596","","Cetacea","order","36652","Neogene","","23.03","2.588","12845"
"789835","occ","","","85338","Squalodon sp.","genus","36852","","Squalodon","genus","36852","Neogene","","23.03","2.588","28855"
"789836","occ","","","85338","Physeter ? antiquus","species","136970","","Physeter antiquus","species","136970","Neogene","","23.03","2.588","28855"
"790116","occ","","","47080","Pachyacanthus suessi","species","138658","misspelling of, obsolete variant of","Pachyacanthus suessii","species","64470","Sarmatian","","12.7","11.608","18748"
"790117","occ","","","47080","Pachyacanthus sp.","genus","42946","","Pachyacanthus","genus","42946","Sarmatian","","12.7","11.608","18748"
"790118","occ","","","47080","Balaenopteridae indet.","family","42977","","Balaenopteridae","family","42977","Sarmatian","","12.7","11.608","18748"
"790119","occ","","","73366","Balaenopteridae indet.","family","42977","","Balaenopteridae","family","42977","Sarmatian","","12.7","11.608","18748"
"790120","occ","","","85507","Balaenopteridae indet.","family","42977","","Balaenopteridae","family","42977","Miocene","","23.03","5.333","18748"
"790121","occ","","","85508","Mesocetus ? sp.","genus","36762","","Mesocetus","genus","36762","Tortonian","","11.62","7.246","18748"
"790122","occ","","","56694","Balaenopteridae indet.","family","42977","","Balaenopteridae","family","42977","Serravallian","","13.82","11.62","18748"
